83836,Breizh Cafe,"109 Rue Vieille du Temple, Paris, France",restaurant,Paris,48.86061,2.361842,3,ChIJKQUNgYMIAWARdh9F-Eu-y6M,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000
83838,Le Petit Bar,"4 Place du Petit Pont, Paris, France",restaurant,Paris,48.85295,2.34663,3,ChIJ-6tUHuuM1YkRXskk8OMy1y4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1300,1800,1300,1800,1300,1800
83840,Café Charlot,"38 Rue de Bretagne, Paris, France",restaurant,Paris,48.863023,2.362461,3,ChIJ647DhQZu5kcR4Ss8Lzg3I_Q,0800,0200,0800,0200,0800,0200,0800,0200,0800,0200,0800,0200,0800,0200
83841,L'Anvers du Decor,"32 Bis Rue Orsel, Paris, France",restaurant,Paris,48.883718,2.343442,5,ChIJRX8XqUNu5kcRYbxl7Zm0K5U,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300
83843,Razowski's,"38 Place du Marché Saint-Honoré, Paris, France",restaurant,Paris,48.867286,2.332472,3,ChIJnX-lPTBu5kcR_ey79_uENh0,1200,0100,1200,0100,1200,0100,1200,0100,1200,0100,1200,0100,1200,0100
83844,Hippopotamus Montparnasse,"68 Boulevard du Montparnasse, Paris, France",restaurant,Paris,48.843418,2.324765,3,ChIJa-1WT8xx5kcRYEYL99TsMgk,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
83847,L'Eté en Pente Douce,"23 Rue Muller, Paris, France",restaurant,Paris,48.886352,2.345289,3,ChIJrdoUy0Ju5kcRY7MRXAycqlA,1200,0000,1200,0000,1200,0000,1200,0000,1200,0000,1200,0000,1200,0000
83849,Corso Trudaine,"10 Avenue Trudaine, Paris, France",restaurant,Paris,48.881817,2.345296,4,ChIJY90FGUJu5kcRq5lURBcXcdY,1100,1900,1100,2030,1100,2030,1100,2030,1100,2030,1100,2030,1100,1900
83859,Higuma,"32 bis Rue Sainte-Anne, Paris, France",restaurant,Paris,48.866578,2.335804,3,ChIJo_HfEUmij4ARTD1tcd8Xfg8,1700,2100,N/A,N/A,1700,2100,1700,2100,1700,2100,1700,2100,1700,2100
83863,La Mascotte,"6 Avenue du Président Wilson, Paris, France",restaurant,Paris,48.865112,2.300532,5,ChIJ7TiVBb1RlUcR5c-YaY2vWBw,0900,2200,N/A,N/A,0900,2200,0900,2200,0900,2200,0900,2200,0900,2200
