83608,Halle Saint-Pierre,"2 Rue Ronsard, Paris, France",attraction,Paris,48.884756,2.344528,ChIJNb_X40Ju5kcRIB28zs8-4NE,1200,1800,1100,1800,1100,1800,1100,1800,1100,1800,1100,1800,1100,1900,4
83711,Cinéma des Cinéastes,"7 Avenue de Clichy, Paris, France",attraction,Paris,48.884331,2.326876,ChIJLXhXVUxu5kcRN4f7E6sH0Cc,N/A,N/A,1800,0100,1800,0100,1800,0100,1800,0100,1800,0100,1800,0100,5
83712,Le Brady,"39 Boulevard de Strasbourg, Paris, France",attraction,Paris,48.871809,2.355246,ChIJBz8lPRJu5kcRgS95LP5YLxU,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,1000,2330,4
83716,Cirque d'hiver Bouglione,"110 Rue Amelot, Paris, France",attraction,Paris,48.863352,2.367486,ChIJiYqseAdu5kcR7ouNaKg8u5o,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5
83812,Parc Georges Brassens,"2 Rue Jacques Baudry, Paris, France",attraction,Paris,48.831553,2.300047,ChIJ_8s4L0Jw5kcRZ5JAwlm0csk,0900,1745,0800,1745,0800,1745,0800,1745,0800,1745,0800,1745,0900,1745,4
83999,Halle Georges Carpentier,"81 Boulevard Masséna, Paris, France",attraction,Paris,48.820052,2.367561,ChIJnXkSwCty5kcR-nlHXNFQlg4,0900,1800,0700,2030,0700,2030,0700,2030,0700,2030,0700,2030,0900,2030,4
84074,Parc de Choisy,"2 Rue du Docteur Magnan, Paris, France",attraction,Paris,48.827863,2.360172,ChIJTcdCWohx5kcRe9QxW-LVFSA,0900,1745,0800,1745,0800,1745,0800,1745,0800,1745,0800,1745,0900,1745,4
84085,Tuileries Garden,"Place de la Concorde, Paris, France",attraction,Paris,48.863492,2.327494,ChIJAQAAMCxu5kcRx--_4QnbGcI,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,5
84099,Pathé Wepler,"140 Boulevard de Clichy, Paris, France",attraction,Paris,48.884025,2.328175,ChIJuXivYiVv5kcRJhXYt9h7smk,1330,2330,1330,2330,1330,2330,1330,2330,1330,2330,1330,2330,1330,2330,4
84407,Parc de la Tour Saint-Jacques,"39 Rue de Rivoli, Paris, France",attraction,Paris,48.858096,2.349516,ChIJR1buQh5u5kcROogxFI7WlfM,0900,2030,0800,2030,0800,2030,0800,2030,0800,2030,0800,2030,0900,2030,4
84424,Square de l'Abbé Georges Hénocque,"Place de l'Abbé Georges Hénocque, Paris, France",attraction,Paris,48.823747,2.353586,ChIJnanFLYVx5kcRPhiTMq9MBEc,0900,2030,0930,2030,0930,2030,0930,2030,0930,2030,0930,2030,0900,2030,4
84521,Front de Seine,"44 Rue Emeriau, Paris, France",attraction,Paris,48.849201,2.285483,ChIJA5bLGwVw5kcRQaUO2uhKFXs,0800,1800,0645,1800,0645,1800,0645,1800,0645,1800,0645,1800,0800,1800,4
84562,Collège des Bernardins,"18-24 Rue de Poissy, Paris, France",attraction,Paris,48.848467,2.351791,ChIJWX8Mq-Vx5kcRw20UtJ7338A,N/A,N/A,1200,1700,1200,1700,1200,1700,1200,1700,1200,1700,1200,1700,4
84650,Square des Batignolles,"Paris, France",attraction,Paris,48.887963,2.315795,ChIJobwhH1Nu5kcRmzezNs96kKs,0900,1745,0800,1745,0800,1745,0800,1745,0800,1745,0800,1745,0900,1745,4
84651,MK2 Nation,"133 Boulevard Diderot, Paris, France",attraction,Paris,48.848272,2.393103,ChIJa8ZryHNy5kcRuKJQFKZFCs4,1030,0030,1300,0030,1300,0030,1030,0030,1300,0030,1300,0030,1030,0030,4
84702,Square Saint-Lambert,"Paris, France",attraction,Paris,48.842399,2.296644,ChIJNwyRdRZw5kcRQ709TEiEDVI,0900,1745,0800,1745,0800,1745,0800,1745,0800,1745,0800,1745,0900,1745,4
84754,Stade Charlety,"17 Avenue Pierre de Coubertin, Paris, France",attraction,Paris,48.817941,2.345645,ChIJIbBr5J5x5kcRa50p080HJ1I,N/A,N/A,1000,1500,1000,1900,0900,2000,1000,1900,1000,1900,N/A,N/A,4
84762,Square Montholon,"Rue de Montholon, Paris, France",attraction,Paris,48.877109,2.346712,ChIJOz3x3ENu5kcR5l2qkLDoBqU,0900,2030,0800,2030,0800,2030,0800,2030,0800,2030,0800,2030,0900,2030,4
84779,Les Planches,"40 Rue du Colisée, Paris, France",attraction,Paris,48.871644,2.310929,ChIJA0HI5sVv5kcRe57e277jBsY,N/A,N/A,0600,1700,N/A,N/A,0000,0500,2100,0500,N/A,N/A,0000,0500,3
84836,Square Louise Michel,"6 Place Saint-Pierre, Paris, France",attraction,Paris,48.884372,2.343661,ChIJGx56IUNu5kcRV27fexfJ3zI,0900,2130,0800,2130,0800,2130,0800,2130,0800,2130,0800,2130,0900,2130,4
84842,La Geode,"26 Avenue Corentin Cariou, Paris, France",attraction,Paris,48.89456,2.388599,ChIJD6qS3zJs5kcRb12niUD-tFg,1030,1830,N/A,N/A,1030,1830,1030,1830,1030,1830,1030,1830,1030,1830,4
